1502954287.29	32.625
1502954291.13	32.75
1502954294.97	32.75
1502954298.81	32.875
1502954302.65	32.937
1502954307.37	33.062
1502954311.21	33.187
1502954315.05	33.25
1502954318.89	33.437
1502954322.73	33.312
1502954326.58	33.125
1502954330.41	33.125
1502954334.25	33.125
1502954338.09	33.187
1502954343.88	33.25
1502954347.05	33.25
1502954350.89	33.312
1502954354.73	33.312
1502954358.57	33.25
1502954362.41	33.125
1502954366.25	33.062
1502954370.09	33.062
1502954373.93	33.062
1502954377.77	33.0
1502954381.61	33.0
1502954385.45	33.125
1502954389.29	33.062
1502954393.13	33.0
1502954396.97	33.0
1502954400.81	32.625
1502954404.81	32.625
1502954406.81	32.625
1502954410.65	32.625
1502954414.49	32.75
1502954418.37	32.75
1502954422.25	32.75
1502954426.09	32.687
1502954429.93	32.687
1502954433.77	32.625
1502954437.61	32.562
1502954441.45	32.5
1502954445.29	32.5
1502954449.13	32.562
1502954452.97	32.562
1502954456.81	32.625
1502954460.65	32.75
1502954464.6	32.937
1502954467.85	32.812
1502954471.69	32.75
1502954475.53	32.687
1502954479.37	32.75
1502954483.21	32.75
1502954487.05	32.875
1502954490.89	33.0
1502954494.73	33.125
1502954498.57	33.187
1502954502.41	33.125
1502954506.25	33.062
1502954510.09	33.062
1502954513.93	33.0
1502954517.77	32.875
1502954521.61	32.812
1502954527.37	32.75
1502954527.45	32.75
1502954531.29	32.687
1502954535.13	32.687
1502954538.97	32.687
1502954542.81	32.562
1502954546.65	32.437
1502954550.49	32.5
1502954554.33	32.375
1502954558.17	32.312
1502954562.01	32.375
1502954565.85	32.5
1502954569.69	32.562
1502954573.53	32.812
1502954577.37	32.75
1502954581.21	32.812
1502954585.21	33.0
1502954587.29	33.0
1502954591.13	33.125
1502954594.97	33.125
1502954598.81	33.312
1502954602.69	33.187
1502954606.57	33.187
1502954610.41	33.25
1502954614.25	33.25
1502954618.09	33.125
1502954621.93	33.125
1502954625.77	33.125
1502954629.61	33.187
1502954633.45	33.25
1502954637.29	33.375
1502954641.13	33.437
1502954645.13	33.375
1502954647.21	33.375
1502954651.05	33.312
1502954654.89	33.25
1502954658.73	33.187
1502954662.57	33.187
1502954666.41	33.25
1502954670.25	33.25
1502954674.09	33.312
1502954677.93	33.375
1502954681.77	33.375
1502954685.61	33.437
1502954689.45	33.437
1502954693.29	33.437
1502954697.13	33.375
1502954700.97	33.375
1502954705.85	33.5
1502954707.05	33.5
1502954710.89	33.562
1502954714.73	33.562
1502954718.57	33.562
1502954722.41	33.687
1502954726.25	33.625
1502954730.09	33.562
1502954733.93	33.375
1502954737.77	33.25
1502954741.61	33.312
1502954745.45	33.187
1502954749.29	33.062
1502954753.13	33.062
1502954756.97	33.062
1502954760.81	33.187
1502954764.76	33.25
1502954767.85	33.312
1502954771.69	33.25
1502954775.53	33.375
1502954779.37	33.312
1502954783.21	33.187
1502954787.05	33.187
1502954790.89	33.25
1502954794.73	33.437
1502954798.57	33.562
1502954802.41	33.562
1502954806.25	33.625
1502954810.09	33.562
1502954813.93	33.625
1502954817.77	33.687
1502954821.61	33.625
1502954825.61	33.375
1502954827.61	33.25
1502954831.45	33.125
1502954835.29	33.25
1502954839.13	33.187
1502954842.97	33.187
1502954846.81	33.125
1502954850.65	33.062
1502954854.49	33.187
1502954858.33	33.125
1502954862.17	33.125
1502954866.01	33.187
1502954869.85	33.062
1502954873.69	32.937
1502954877.53	32.937
1502954881.37	32.875
1502954885.37	32.5
1502954887.45	32.375
1502954891.37	32.187
1502954895.21	32.187
1502954899.05	32.0
1502954902.89	31.875
1502954906.73	31.75
1502954910.57	31.562
1502954914.41	31.437
1502954918.25	31.375
1502954922.09	31.437
1502954925.93	31.75
1502954929.77	32.5
1502954933.61	32.375
1502954937.45	32.0
1502954941.29	31.812
1502954945.29	31.625
1502954947.13	31.5
1502954950.97	31.5
1502954954.81	31.25
1502954958.65	31.25
1502954962.49	31.375
1502954966.33	32.0
1502954970.17	32.625
1502954974.01	33.25
1502954977.85	33.75
1502954981.69	34.25
1502954985.53	34.375
1502954989.37	34.125
1502954993.21	34.125
1502954997.05	34.812
1502955000.89	35.187
1502955004.89	35.375
1502955007.13	35.312
1502955010.97	35.312
1502955014.81	35.812
1502955018.65	35.562
1502955022.53	35.75
1502955026.41	35.875
1502955030.25	35.625
1502955034.09	35.687
1502955037.93	35.937
1502955041.77	35.812
1502955045.61	35.75
1502955049.45	36.125
1502955054.17	36.375
1502955058.01	36.687
1502955061.88	37.0
1502955066.65	37.562
1502955066.73	37.562
1502955070.65	37.875
1502955074.49	38.125
1502955078.33	38.312
1502955082.17	38.25
1502955086.01	37.937
1502955089.85	37.5
1502955093.69	37.312
1502955097.53	37.25
1502955101.37	36.562
1502955105.21	36.0
1502955109.05	36.062
1502955112.89	36.437
1502955116.73	36.75
1502955120.57	36.937
1502955124.52	36.437
1502955127.85	36.187
1502955131.69	35.875
1502955135.53	35.812
1502955139.37	35.687
1502955143.21	35.812
1502955147.05	35.812
1502955150.89	36.125
1502955154.73	36.187
1502955158.57	36.25
1502955162.41	36.437
1502955166.25	36.562
1502955170.09	36.812
1502955173.93	37.0
1502955177.77	37.187
1502955181.61	37.312
1502955185.53	37.375
1502955187.21	37.437
1502955191.05	37.375
1502955194.89	37.25
1502955198.73	37.5
1502955202.57	37.625
1502955206.42	37.75
1502955210.25	37.812
1502955214.09	38.062
1502955217.93	38.062
1502955221.77	38.75
1502955225.61	39.312
1502955229.45	39.875
1502955233.29	40.375
1502955237.13	40.75
1502955240.97	40.75
